rank,url,ads,status_code
2272,https://unc.edu,TRUE,200
2276,https://welt.de,TRUE,200
2280,https://today.com,TRUE,200
2292,https://vihub.ru,TRUE,200
2295,https://scmp.com,TRUE,200
2300,https://lge.com,TRUE,200
2302,https://euronews.com,TRUE,200
2305,https://ticketmaster.com,TRUE,200
2312,https://geotrust.com,TRUE,200
2315,https://itu.int,TRUE,200
2319,https://umd.edu,TRUE,200
2328,https://mixcloud.com,TRUE,200
2337,https://bigcartel.com,TRUE,200
2339,https://overwolf.com,TRUE,200
2344,https://auth0.com,TRUE,200
2348,https://accenture.com,TRUE,200
2351,https://system-monitor.com,TRUE,200
2352,https://primis.tech,TRUE,200
2354,https://urbanairship.com,TRUE,200
2361,https://dbs.com,TRUE,200
2363,https://evidon.com,TRUE,200
2365,https://wps.com,TRUE,200
2366,https://hostpoint.ch,TRUE,200
2374,https://theglobeandmail.com,TRUE,200
2378,https://useinsider.com,TRUE,200
2380,https://smithsonianmag.com,TRUE,200
2387,https://zynga.com,TRUE,200
2389,https://history.com,TRUE,200
2393,https://bounceexchange.com,TRUE,200
2403,https://ubc.ca,TRUE,200
2419,https://lww.com,TRUE,200
2421,https://starmakerstudios.com,TRUE,200
2423,https://evergage.com,TRUE,200
2427,https://drupal.org,TRUE,200
2428,https://fotostrana.ru,TRUE,200
2436,https://automattic.com,TRUE,200
2443,https://sonicwall.com,TRUE,200
2447,https://illinois.edu,TRUE,200
2448,https://kampyle.com,TRUE,200
2458,https://treasuredata.com,TRUE,200
2461,https://esquire.com,TRUE,200
2463,https://northwestern.edu,TRUE,200
2464,https://foodnetwork.com,TRUE,200
2472,https://tamu.edu,TRUE,200
2473,https://soom.la,TRUE,200
2479,https://bitly.com,TRUE,200
2481,https://icq.com,TRUE,200
2483,https://ndtv.com,TRUE,200
2484,https://nazwa.pl,TRUE,200
2490,https://uhc.com,TRUE,200
2492,https://dnsimple.com,TRUE,200
2495,https://slashdot.org,TRUE,200
2498,https://libsyn.com,TRUE,200
2501,https://home.pl,TRUE,200
2504,https://site.com,TRUE,200
2505,https://nymag.com,TRUE,200
2511,https://audible.com,TRUE,200
2533,https://serverdata.net,TRUE,200
2535,https://workers.dev,TRUE,200
2538,https://pruffme.com,TRUE,200
2543,https://gamespot.com,TRUE,200
2552,https://kueezrtb.com,TRUE,200
2556,https://grafana.com,TRUE,200
2558,https://imf.org,TRUE,200
2560,https://chinadaily.com.cn,TRUE,200
2561,https://bigolive.tv,TRUE,200
2564,https://ably.io,TRUE,200
2565,https://pushwoosh.com,TRUE,200
2567,https://bitnami.com,TRUE,200
2568,https://braze.eu,TRUE,200
2570,https://last.fm,TRUE,200
2572,https://parallels.com,TRUE,200
2579,https://lifehacker.com,TRUE,200
2581,https://likee.video,TRUE,200
2590,https://samsclub.com,TRUE,200
2593,https://a-ads.com,TRUE,200
2597,https://easybrain.com,TRUE,200
2602,https://ipinfo.io,TRUE,200
2605,https://a2hosting.com,TRUE,200
2610,https://wistia.com,TRUE,200
2626,https://cosmopolitan.com,TRUE,200
2629,https://ibb.co,TRUE,200
2630,https://fortinet.com,TRUE,200
2631,https://ycombinator.com,TRUE,200
2637,https://remotepc.com,TRUE,200
2641,https://cpi.ad.jp,TRUE,200
2648,https://intercom.com,TRUE,200
2650,https://intercomcdn.com,TRUE,200
2658,https://thomsonreuters.com,TRUE,200
2665,https://hootsuite.com,TRUE,200
2667,https://about.me,TRUE,200
2670,https://vkplay.ru,TRUE,200
2680,https://mcm.ru,TRUE,200
2686,https://nfl.com,TRUE,200
2694,https://lg.com,TRUE,200
2696,https://goodhousekeeping.com,TRUE,200
2698,https://instructables.com,TRUE,200
2702,https://us.com,TRUE,200
2706,https://yastatic.net,TRUE,200
2709,https://netgate.com,TRUE,200
2723,https://otm-r.com,TRUE,200
2729,https://foxbusiness.com,TRUE,200
2735,https://moe.video,TRUE,200
2739,https://meta.com,TRUE,200
2740,https://mathworks.com,TRUE,200
2746,https://elle.com,TRUE,200
2747,https://adingo.jp,TRUE,200
2757,https://livestream.com,TRUE,200
2765,https://starlink.com,TRUE,200
2767,https://lenta.ru,TRUE,200
2768,https://perl.org,TRUE,200
2770,https://nexon.com,TRUE,200
2775,https://tizen.org,TRUE,200
2778,https://elastic.co,TRUE,200
2779,https://attdealer.biz,TRUE,200
2780,https://logmein.com,TRUE,200
2783,https://ispot.tv,TRUE,200
2784,https://webflow.com,TRUE,200
2797,https://joomla.org,TRUE,200
2812,https://csdn.net,TRUE,200
2814,https://rottentomatoes.com,TRUE,200
2819,https://contentstack.io,TRUE,200
2822,https://net-line.pro,TRUE,200
2824,https://semanticscholar.org,TRUE,200
2831,https://vogue.com,TRUE,200
2836,https://pastebin.com,TRUE,200
2842,https://nicovideo.jp,TRUE,200
2843,https://boston.com,TRUE,200
